country,sor_code,description,unit,published_unit,rate_2026,currency,section,source
IN,17.1.2,Providing and fixing water closet squatting pan (Stainless Steel AISI-304 Orissa pattern W.C. pan),item,each,12458.15,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.13.1,Providing and fixing white vitreous china water closet squatting pan (Long pattern W.C. pan of size 580 mm),item,each,2062.06,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.13.2,Providing and fixing white vitreous china water closet squatting pan (Orissa pattern W.C. pan of size 580x440 mm),item,each,3410.24,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.15,Providing and fixing white vitreous china pedestal type (European type/ wash down type) water closet pan,item,each,2971.87,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.16,Extra for using coloured pedestal type W.C pan (European type) with low level cistern of same colour instead of white vitreous china W.C pan and cistern,item,each,206.79,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.18.1,Providing and fixing P.V.C. low level flushing cistern (10 litre capacity - White),item,each,1264.9,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.18.2,Providing and fixing P.V.C. low level flushing cistern (10 litre capacity - coloured),item,each,1223.54,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.19.1,"Providing and fixing controlled flush, low level cistern made of vitreous china (10 litre full flush capacity- white)",item,each,2387.3,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.19.2,"Providing and fixing controlled flush, low level cistern made of vitreous china (10 litre full flush capacity- coloured)",item,each,3131.74,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.2.1,Providing and fixing white vitreous china pedestal type water closet (W.C. pan with ISI marked white solid plastic seat and lid),item,each,6850.34,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.2.2,Providing and fixing white vitreous china pedestal type water closet (W.C. pan with ISI marked black solid plastic seat and lid),item,each,6709.7,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.22,Providing and fixing G.I. inlet connection for flush pipe connecting with W.C. pan,item,each,162.77,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.23,Providing and fixing white vitreous china flat back or wall corner type lipped front urinal basin,item,each,1709.08,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.24,Providing and fixing white vitreous china squatting plate urinal with integral rim longitudinal flush pipe,item,each,4190.59,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.25.1,Providing and fixing white vitreous china wash basin (Flat back wash basin of size 630x450 mm),item,each,1421.37,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.25.2,Providing and fixing white vitreous china wash basin (Flat back wash basin of size 550x400 mm),item,each,1131.86,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.25.3,Providing and fixing white vitreous china wash basin (Angle back wash basin of size 600x480 mm),item,each,1421.37,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.25.4,Providing and fixing white vitreous china wash basin (Angle back wash basin of size 400x400 mm),item,each,925.08,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.25.5,Providing and fixing white vitreous china wash basin (Flat back wash basin of size 450x300 mm),item,each,685.21,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.25.6,Providing and fixing white vitreous china wash basin (Surgeon type wash basin of size 660x460 mm),item,each,2041.67,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.28.1.1,"Providing and fixing P.V.C. waste pipe for sink or wash basin (Semirigid pipe, 32 mm dia)",item,each,112.45,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.28.1.2,"Providing and fixing P.V.C. waste pipe for sink or wash basin (Semirigid pipe, 40 mm dia)",item,each,125.68,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.28.2.1,"Providing and fixing P.V.C. waste pipe for sink or wash basin (Flexible pipe, 32 mm dia)",item,each,129.02,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.28.2.2,"Providing and fixing P.V.C. waste pipe for sink or wash basin (Flexible pipe, 40 mm dia)",item,each,129.02,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.3.1,"Providing and fixing white vitreous china pedestal type water closet (W.C. pan with ISI marked white solid plastic seat and lid, 10 litre low level white vitreous china flushing cistern)",item,each,8582.22,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.3.2,"Providing and fixing white vitreous china pedestal type water closet (W.C. pan with ISI marked black solid plastic seat and lid, 10 litre low level white vitreous china flushing cistern)",item,each,8441.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.35.1.1,"Providing and fixing soil, waste and vent pipes (100 mm dia, Sand cast iron S&S pipe)",m,metre,1258.68,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.35.1.2,"Providing and fixing soil, waste and vent pipes (100 mm dia, Centrifugally cast (spun) iron socket & spigot (S&S) pipe)",m,metre,1332.05,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.35.1.3,"Providing and fixing soil, waste and vent pipes (100 mm dia, Hubless centrifugally cast (spun) iron pipes epoxy coated)",m,metre,1312.09,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.35.2.1,"Providing and fixing soil, waste and vent pipes (75 mm diameter, Sand cast iron S&S pipe)",m,metre,1151.75,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.35.2.2,"Providing and fixing soil, waste and vent pipes (75 mm diameter, Centrifugally cast (spun) iron socketed pipe)",m,metre,1288.42,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.35.2.3,"Providing and fixing soil, waste and vent pipes (75 mm diameter, Hubless centrifugally cast (spun) iron pipes epoxy coated)",m,metre,1072.61,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.36.1,"Providing and filling the joints with spun yarn, cement slurry and cement mortar 1:2 in S.C.I./ C.I. Pipes (75 mm dia pipe)",item,each,171.49,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.36.2,"Providing and filling the joints with spun yarn, cement slurry and cement mortar 1:2 in S.C.I./ C.I. Pipes (100 mm dia pipe)",item,each,202.09,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.37.1,Providing and fixing M.S. holder-bat clamps of approved design to Sand Cast iron/cast iron (spun) pipe (For 100 mm dia pipe),item,each,381.35,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.37.2,Providing and fixing M.S. holder-bat clamps of approved design to Sand Cast iron/cast iron (spun) pipe (For 75 mm dia pipe),item,each,376.41,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.39.1.3,"Providing and fixing plain bend of required degree (100 mm dia, Hubless centrifugally cast (spun) iron pipes epoxy coated)",item,each,427.86,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.39.2.3,"Providing and fixing plain bend of required degree (75 mm dia, Hubless centrifugally cast (spun) iron pipes epoxy coated)",item,each,302.54,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.4.1,Providing and fixing white vitreous china flat back or wall corner type lipped front urinal basin (One urinal basin with 5 litre white P.V.C. automatic flushing cistern),item,each,6514.4,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.4.2,Providing and fixing white vitreous china flat back or wall corner type lipped front urinal basin (Range of two urinal basins with 5 litre white P.V.C. automatic flushing cistern),item,each,10034.06,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.4.3,Providing and fixing white vitreous china flat back or wall corner type lipped front urinal basin (Range of three urinal basins with 10 litre white P.V.C. automatic flushing cistern),item,each,13917.41,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.4.4,Providing and fixing white vitreous china flat back or wall corner type lipped front urinal basin (Range of four urinal basins with 10 litre white P.V.C. automatic flushing cistern),item,each,19243.76,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.40.1.1,"Providing and fixing heel rest sanitary bend (100 mm dia, Sand cast iron S&S as per IS -1729)",item,each,634.62,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.40.1.2,"Providing and fixing heel rest sanitary bend (100 mm dia, Sand cast iron S&S as per IS -3989)",item,each,543.71,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.40.2.1,"Providing and fixing heel rest sanitary bend (75 mm dia, Sand cast iron S&S as per IS -1729)",item,each,534.13,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.40.2.2,"Providing and fixing heel rest sanitary bend (75 mm dia, Sand cast iron S&S as per IS -3989)",item,each,501.05,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.42.1.3,"Providing and fixing double equal plain junction of required degree (100x100x100x100 mm, Hubless centrifugally cast (spun) iron pipes epoxy coated)",item,each,891.08,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.42.2.3,"Providing and fixing double equal plain junction of required degree (75x75x75x75 mm, Hubless centrifugally cast (spun) iron pipes epoxy coated)",item,each,492.75,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.5.1,Providing and fixing white vitreous china flat back half stall urinal (Single half stall urinal with 5 litre P.V.C. automatic flushing cistern),item,each,12522.63,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.5.2,Providing and fixing white vitreous china flat back half stall urinal (Range of two half stall urinals with 5 litre P.V.C. automatic flushing cistern),item,each,18688.68,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.5.3,Providing and fixing white vitreous china flat back half stall urinal (Range of three half stall urinals with 10 litre P.V.C. automatic flushing cistern),item,each,22930.83,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.5.4,Providing and fixing white vitreous china flat back half stall urinal (Range of four half stall urinals with 10 litre P.V.C. automatic flushing cistern),item,each,27053.61,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.53.1.1,"Providing and fixing sand cast iron S&S off sets as per IS: 1729 (76 mm off sets, With 75 mm dia pipe)",item,each,401.77,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.53.1.2,"Providing and fixing sand cast iron S&S off sets as per IS: 1729 (76 mm off sets, With 100 mm dia pipe)",item,each,633.32,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.53.2.1,"Providing and fixing sand cast iron S&S off sets as per IS: 1729 (114 mm off sets, With 75 mm dia pipe)",item,each,560.21,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.53.2.2,"Providing and fixing sand cast iron S&S off sets as per IS: 1729 (114 mm off sets, With 100 mm dia pipe)",item,each,692.57,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.53.3.1,"Providing and fixing sand cast iron S&S off sets as per IS: 1729 (152 mm off sets, With 75 mm dia pipe)",item,each,658.43,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.53.3.2,"Providing and fixing sand cast iron S&S off sets as per IS: 1729 (152 mm off sets, With 100 mm dia pipe)",item,each,823.86,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.53A.1.1,"Providing and fixing Hubless centrifugally cast iron offsets epoxy coated inside & outside as per IS:15905 (65 mm offsets, With 100 mm dia pipe)",item,each,633.32,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.53A.1.2,"Providing and fixing Hubless centrifugally cast iron offsets epoxy coated inside & outside as per IS:15905 (65 mm offsets, With 75 mm dia pipe)",item,each,525.83,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.54.1.1,"Providing and fixing sand cast iron S&S off sets as per IS: 3989 (75 mm off sets, With 75 mm dia pipe)",item,each,418.33,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.54.2.1,"Providing and fixing sand cast iron S&S off sets as per IS: 3989 (150 mm off sets, With 75 mm dia pipe)",item,each,552.79,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.54.2.2,"Providing and fixing sand cast iron S&S off sets as per IS: 3989 (150 mm off sets, With 100 mm dia pipe)",item,each,718.21,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.57A.1.1,"Providing and fixing shielded coupling for Hubless centrifugally cast iron pipe (100 mm dia, SS 304 grade coupling with EPDM rubber gasket)",item,each,502.32,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.57A.2.1,"Providing and fixing shielded coupling for Hubless centrifugally cast iron pipe (75 mm dia, SS 304 grade coupling with EPDM rubber gasket)",item,each,451.41,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.58.1,Providing lead caulked joints to sand cast iron/centrifugally cast (spun) iron pipes and fittings of diameter (100 mm),item,each,679.58,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.58.2,Providing lead caulked joints to sand cast iron/centrifugally cast (spun) iron pipes and fittings of diameter (75 mm),item,each,576.65,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.58.3,Providing lead caulked joints to sand cast iron/centrifugally cast (spun) iron pipes and fittings of diameter (50 mm),item,each,465.92,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.59.1,Providing and fixing M.S. stays and clamps for sand cast iron/ centrifugally cast (spun) iron pipes of diameter (100 mm),item,each,159.07,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.59.2,Providing and fixing M.S. stays and clamps for sand cast iron/ centrifugally cast (spun) iron pipes of diameter (75 mm),item,each,99.03,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.59.3,Providing and fixing M.S. stays and clamps for sand cast iron/ centrifugally cast (spun) iron pipes of diameter (50 mm),item,each,91.18,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.6.1,Providing and fixing one piece construction white vitreous china squatting plate (Single squatting plate with 5 litre P.V.C. automatic flushing cistern),item,each,9585.32,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.6.2,Providing and fixing one piece construction white vitreous china squatting plate (Range of two squatting plates with 5 litre P.V.C. automatic flushing cistern),item,each,13947.97,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.6.3,Providing and fixing one piece construction white vitreous china squatting plate (Range of three squatting plates with 10 litre P.V.C. automatic flushing cistern),item,each,18320.17,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.6.4,Providing and fixing one piece construction white vitreous china squatting plate (Range of four squatting plates with 10 litre P.V.C. automatic flushing cistern),item,each,21988.57,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.62,Painting C.I. cistern with bitumastic or any other anti-corrosive paint inside and white paint over a coat of zinc chromate yellow primer on the outside surface,item,each,1044.43,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.63,Re-painting C.I. cistern with bitumastic or any other anti-corrosive paint inside and white paint on the outside surface,item,each,693.19,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.64,"Repainting C.I. cistern with synthetic enamel paint of approved colour, brand and manufacture on the outside surface",item,each,301.68,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.65.1,"Painting sand cast iron/ centrifugally cast (spun) iron soil, waste vent pipes and fittings with two coats of synthetic enamel paint (100 mm diameter pipe)",m,metre,85.99,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.65.2,"Painting sand cast iron/ centrifugally cast (spun) iron soil, waste vent pipes and fittings with two coats of synthetic enamel paint (75 mm diameter pipe)",m,metre,65.41,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.66.1,"Repainting sand cast iron/centrifugally cast iron (spun) iron, soil, waste, vent pipes and fittings with one coat of synthetic enamel paint (100 mm diameter pipe)",m,metre,41.3,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.66.2,"Repainting sand cast iron/centrifugally cast iron (spun) iron, soil, waste, vent pipes and fittings with one coat of synthetic enamel paint (75 mm diameter pipe)",m,metre,30.91,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.68.1,Providing and fixing vitreous china dual purpose closet (White vitreous china dual purpose WC pan with white solid plastic seat and lid with white vitreous china flushing cistern and C.P. flush bend),item,each,12768.85,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.7.1,Providing and fixing wash basin with C.I. brackets (White Vitreous China Wash basin size 630x450 mm with a pair of 15 mm C.P. brass pillar taps),item,each,4194.92,INR,M&E Containment,CPWD Delhi Schedule of Rates 2021 Vol-II
